,Month,Climate,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
0,12.0,2.0,0.2624869361004854,0.9308412053675705,-0.323986661829837,2.827549622161695e-16,0.0,5.0,-0.54809376323052,9.0,0.0,0.33817584081938684,-0.8892709443065705,-0.9626309553870475,-1.153238891085367,-0.5685130740679283,-0.5943381941451074,7.0,7.0,0.31847809455030424,0.9331997897856303,0.0
1,5.0,2.0,-0.8909490452226712,-0.9903020227343665,-0.323986661829837,-1.2635047345159476,-2.2380168251146477,11.0,-1.768907594338719,4.0,12.0,-1.1500761110205,-1.354468670434135,1.6193660513003587,0.4093321576033768,0.8325709658759947,0.7077324549304687,6.0,7.0,-1.1476640699709013,-0.8943220984346367,0.0
2,1.0,6.0,1.4791248890029929,0.7765888293885826,-0.21310506813939017,-0.11743110628943808,-0.5492393846075029,1.0,1.0542243900989912,1.0,1.0,-0.11974783666980908,1.9019154124588167,1.3504080297704206,0.653483883960993,-0.3425317773027811,-0.36723284837611214,7.0,8.0,0.9579656343946601,0.8171666540256133,0.0
3,1.0,3.0,2.4113539697984203,2.711755000761337,-0.323986661829837,3.1934482641427007,2.0573518822622203,13.0,1.0542243900989912,5.0,13.0,2.1698705507761704,1.0878193917355787,-1.5005469984469237,-1.9833547607012623,-1.8942700150901184,-2.002391337912871,1.0,1.0,2.205746199944622,2.7752258199758986,0.0
4,1.0,4.0,0.6574992584714294,-0.4293842919016842,-0.21310506813939017,1.4106670646792412,0.5154246539730885,9.0,-0.3954920343419951,10.0,10.0,0.33817584081938684,0.15742393948044975,0.5973255694865938,0.7023142292325163,-0.31240093773408795,0.20810069423868605,7.0,8.0,0.05332472437093742,-0.5172144072145815,0.0
5,3.0,5.0,1.0841125666320488,0.7485429428469487,-0.323986661829837,0.5829472220712066,1.3231008211721575,0.0,-1.082199814340357,11.0,2.0,-0.577671514159005,-0.6566720812427882,-0.9088393510810598,0.01868939543119085,-0.41785887622449686,-0.5034960558375059,1.0,2.0,1.191924490435278,0.7011335182655962,0.0
6,11.0,0.0,0.7523022158404556,0.874749432284302,-0.323986661829837,-0.24477262053682813,0.0,15.0,0.4438174745448916,4.0,2.0,0.33817584081938684,-0.8892709443065705,-0.6936729338571094,0.11635008597423734,-1.4272420017754774,-1.5633210027594835,6.0,7.0,0.9111738631865364,0.9186956478156281,0.0
7,6.0,6.0,-1.1595574244349132,-1.0323708525468178,-0.2962662634072252,2.827549622161695e-16,0.0,15.0,-1.5400050010059316,12.0,13.0,-0.34870967541440706,-1.4707681019660261,0.9738667996285072,0.848805265047086,1.3146643989749651,1.2527852847760605,7.0,7.0,-1.0696777846240286,-0.9813469502546494,0.0
8,8.0,6.0,-1.3491633391729663,0.10348755238936369,-0.323986661829837,-0.9451509488974728,0.8091250784091133,4.0,-1.616305865450194,0.0,11.0,-0.8066333529036029,-0.8892709443065705,-0.4247149123271712,-1.0067478552707974,1.6762344737992143,1.4496099177758497,0.0,0.0,-0.5549683013346692,0.13547198143551387,0.0
9,11.0,0.0,-0.7961460878536446,-0.5415678380682207,-0.323986661829837,2.827549622161695e-16,0.0,11.0,-0.7006954921190448,11.0,10.0,-0.34870967541440706,-0.8892709443065705,0.4359507565686309,-0.42078371201251835,-0.4027934564401503,-0.3218117792223028,5.0,8.0,-0.7265381290977889,-0.5172144072145815,0.0
10,2.0,6.0,1.3685214387391287,0.5241758505138755,0.20270090819978526,2.827549622161695e-16,0.0,4.0,-0.9295980854518321,9.0,5.0,-0.9211142722759019,-0.19147435511522365,1.1352416125464702,1.4835997535768881,0.8476363856603413,0.9045570879302748,7.0,7.0,1.0047574056027833,0.6576210923555899,1.0
11,10.0,6.0,0.12028250004694553,-0.8640955332970133,4.9706094368889975,-1.0088217060211677,-2.751992567877692,13.0,5.421502496308678e-16,0.0,0.0,-0.9211142722759019,0.04112450794855862,1.027658403934495,0.45816250287490007,0.5915242493265009,0.6925920985458656,8.0,7.0,-0.5393710442652947,-0.7347765367646132,1.0
12,11.0,6.0,-0.32213130100851184,1.1131394678881923,-0.323986661829837,-0.30844337766052315,1.9105016700442077,6.0,-0.3954920343419951,3.0,14.0,-0.34870967541440706,0.04112450794855862,-1.8770882285888373,-1.8856940701582157,0.5011317306204386,0.5109078219306796,7.0,7.0,0.61482597886842,1.2667950550956786,0.0
13,5.0,6.0,0.3256889076798362,0.07544166584772967,-0.18538466971677847,-0.6904679204026929,0.5521372070275915,13.0,0.9016226612104662,7.0,15.0,-0.34870967541440706,0.8552205286717965,0.38215915226264324,-0.7625961289131811,-0.4329242960088263,-0.36723284837611214,5.0,1.0,0.30288083748092953,0.09195955552550741,1.0
14,9.0,1.0,1.7635337611100725,1.5618736525543377,-0.323986661829837,1.0923132790607664,1.1762506089541447,1.0,0.7490209323219413,0.0,5.0,0.33817584081938684,1.0878193917355787,-0.20954849510322066,-0.42078371201251835,-0.5986439136366043,-0.8063031835294995,1.0,1.0,1.8002175161408842,1.6584068882857363,0.0
15,3.0,2.0,0.02547954267791903,-0.06478776686044092,-0.323986661829837,-0.24477262053682813,0.0,12.0,0.7490209323219413,15.0,12.0,1.1395422764254797,1.0878193917355787,-0.10196528649124541,-1.153238891085367,-0.8547560499704447,-0.7306014016065011,7.0,7.0,-0.6329545866815418,-0.038577722204511965,0.0
16,11.0,6.0,0.5942972868920783,1.2393459573255456,-0.323986661829837,2.827549622161695e-16,0.0,4.0,0.4438174745448916,5.0,14.0,-0.8066333529036029,-1.1218698073703528,0.059409526426717485,0.45816250287490007,-0.28227009816539483,-0.35209249199150905,7.0,7.0,1.020354662672158,0.9912163576656386,0.0
17,11.0,6.0,-0.14832587916529655,-0.16294836975616026,-0.24082546656200185,-0.11743110628943808,1.1395380558996417,13.0,5.421502496308678e-16,0.0,13.0,-0.9211142722759019,0.0,-0.8550477467750722,3.46960471173384e-16,-0.011092542047225009,0.0,3.0,4.0,0.28728358041155533,5.152906357609097e-16,0.0
18,7.0,2.0,-0.06932341469110775,-0.148925426485343,0.5630660876937374,-1.5818585201344226,0.0,0.0,-1.3874032721174068,1.0,14.0,-0.8066333529036029,-1.1218698073703528,1.296616425464433,0.7999749197755628,0.19982333493357562,0.07183748677729236,1.0,7.0,-0.24302315994717866,0.004934703705494495,1.0
19,1.0,2.0,0.6732997513662669,1.6039424823667894,-0.323986661829837,2.827549622161695e-16,0.0,1.0,-1.3874032721174068,8.0,8.0,-0.11974783666980908,-0.8892709443065705,-0.9626309553870475,-0.957917509999274,-0.46305513557751943,-0.7154610452218979,7.0,7.0,0.9891601485334091,1.6293986043457316,0.0
20,4.0,4.0,-0.44853524416721374,-0.6958202140472086,-0.323986661829837,2.827549622161695e-16,0.0,10.0,-1.234801543228882,3.0,10.0,-1.6079997885096957,-0.6566720812427882,0.3283675479566556,0.11635008597423734,0.6819167680325632,0.6471710293920734,7.0,7.0,-0.6173573296121674,-0.589735117064592,0.0
21,1.0,4.0,1.415922917423642,0.7906117726593999,-0.2962662634072252,0.07358116508164672,0.0,6.0,1.2831269834317784,9.0,10.0,-1.3790379497650977,-0.4240732181790059,1.0814500082404825,0.9952963008616558,-2.165447571208288,-2.032672050682077,8.0,1.0,1.0671464338802816,0.5851003825055792,0.0
22,3.0,6.0,0.48369383662821386,0.2577399283683515,0.3690232987354555,-0.6267971632789979,-0.9163649151525344,2.0,-0.3954920343419951,2.0,0.0,0.5671376795639848,0.39002280254423205,0.11320113073270512,0.6046535386894698,0.33541211299266055,0.19296033785408293,1.0,7.0,0.8799793490477874,0.20799269128552444,1.0
23,7.0,2.0,-0.5591386944310782,-1.046393795817635,-0.323986661829837,-0.563126406155303,0.0,15.0,-0.24289030545347026,14.0,15.0,0.10921400207478887,0.6226216656080142,-0.15575689079723304,0.4093321576033768,0.7271130273855858,0.8894167315456717,7.0,7.0,-0.8045244144446616,-1.0828759440446643,0.0
24,8.0,0.0,0.009679049783081047,0.07544166584772967,-0.323986661829837,2.827549622161695e-16,0.0,9.0,-0.7769963565633072,13.0,9.0,-0.34870967541440706,0.6226216656080142,-1.8770882285888373,-0.42078371201251835,0.30528127342398453,0.6168903166228671,7.0,7.0,0.5212424364521733,0.048447129615500954,0.0
25,7.0,2.0,-1.2701608746987774,-0.8640955332970133,-0.2685458649846136,-1.0406570845830152,-1.6506159762425974,12.0,-1.234801543228882,14.0,13.0,-0.8066333529036029,-0.4240732181790059,0.9738667996285072,0.2628411217888071,1.9323466101330549,2.100645242313629,3.0,6.0,-1.5064009825665152,-0.7927931046446219,0.0
26,12.0,0.0,0.43629235794370075,0.3138317014516196,-0.323986661829837,2.827549622161695e-16,0.0,1.0,-0.24289030545347026,2.0,1.0,-0.577671514159005,0.8552205286717965,0.8124919867105443,0.5069928481464233,-0.508251394930542,-0.4732153430682996,7.0,7.0,0.19370003799530794,0.10646369749550921,0.0
27,12.0,2.0,0.2624869361004854,-0.00869599377717239,-0.10222347444894338,2.827549622161695e-16,0.0,12.0,0.7490209323219413,13.0,12.0,0.9105804376808817,1.0878193917355787,-0.37092330802118356,-0.030140949840332394,1.712739934230643e-14,0.0,7.0,7.0,0.25608906627280636,-0.14010671599452668,1.0
28,7.0,4.0,-1.7441756615439101,-1.467082093942147,-0.2962662634072252,2.827549622161695e-16,0.0,4.0,-1.5400050010059316,4.0,5.0,0.10921400207478887,-1.1218698073703528,1.3504080297704206,0.21401077651728384,2.113131647545145,2.206627737005834,7.0,7.0,-2.3330556072433652,-1.4019670673847109,0.0
29,11.0,4.0,0.9735091163681846,0.8326806024718512,-0.2685458649846136,-0.24477262053682813,-0.5492393846075029,3.0,1.8935338989858779,3.0,6.0,3.3146797444991605,2.3671131385863813,-0.31713170371519595,-0.17663198565490212,-1.4875036809128466,-1.5784613591440866,7.0,5.0,0.9267711202559106,0.8171666540256133,0.0
30,10.0,6.0,0.5152948224178895,-0.13490248321452622,-0.323986661829837,-0.05376034916574305,0.845837631463617,13.0,5.421502496308678e-16,3.0,13.0,-1.6079997885096957,-2.168564691157373,-0.37092330802118356,0.21401077651728384,0.6668513482482167,0.6168903166228671,5.0,1.0,0.19370003799530794,-0.0820901481145179,0.0
31,6.0,6.0,-0.5117372157465648,-1.2146691150674398,0.5630660876937374,-1.2635047345159476,0.0,13.0,1.5883304412088282,13.0,15.0,-0.9211142722759019,0.04112450794855862,0.9738667996285072,1.5812604441199347,-1.3971111622068015,-0.9879874601446853,7.0,7.0,-1.1008722987627777,-1.4889919192047234,1.0
32,2.0,1.0,1.7477332682152347,1.2253230140547284,6.134866170638689,0.8376302505659862,1.0294003967361327,9.0,0.29121574565636676,10.0,9.0,0.5671376795639848,1.9019154124588167,0.274575943650668,0.11635008597423734,-0.8246252104017515,-0.9577067473754963,4.0,7.0,1.7534257449327606,1.4118364747956997,1.0
33,1.0,5.0,0.7365017229456182,0.6363593966804121,-0.1576642712941668,4.5305341637402945,0.0,1.0,-0.54809376323052,15.0,0.0,-0.577671514159005,0.15742393948044975,-0.20954849510322066,-0.2742926761979486,0.33541211299266055,0.5109078219306796,7.0,1.0,0.9735628914640343,0.7736542281156068,1.0
34,6.0,2.0,-0.13252538627045857,-1.0884626256300862,0.5353456892711257,-1.4545170058870325,-2.715280014823189,13.0,-0.54809376323052,6.0,12.0,-0.577671514159005,-0.19147435511522365,1.4579912383823959,1.9719032062921207,-1.3519149028537618,-1.2453735186828867,7.0,8.0,-0.6173573296121674,-1.169900795864677,1.0
35,5.0,2.0,0.5626963011024027,0.44003819088897345,-0.323986661829837,0.5829472220712066,-0.9897900212615407,7.0,-0.54809376323052,6.0,14.0,0.10921400207478887,-0.19147435511522365,-2.4150042716487135,-1.2508995816284134,0.0792999766588373,0.374644614469286,5.0,7.0,0.5836314647296711,0.33852996901554333,0.0
36,7.0,6.0,0.16768397873145865,-0.8640955332970133,-0.323986661829837,-0.6267971632789979,-0.9163649151525344,9.0,-0.09028857656494539,8.0,9.0,0.5671376795639848,-0.4240732181790059,-0.747464538163097,0.1651804312457606,0.7873747065229549,0.7077324549304687,7.0,2.0,-0.25862041701655314,-0.7927931046446219,0.0
37,1.0,0.0,1.4949253818978308,0.7906117726593999,-0.323986661829837,2.827549622161695e-16,0.0,2.0,1.206826118987516,0.0,9.0,0.9105804376808817,1.9019154124588167,0.11320113073270512,0.1651804312457606,0.3504775327770071,0.3595042580846829,7.0,7.0,1.0671464338802816,0.5996045244755815,0.0
38,11.0,1.0,2.0321421403223145,1.5057818794710696,-0.323986661829837,0.3919349507001216,-0.03526364184445871,3.0,-0.7006954921190448,11.0,6.0,-0.8066333529036029,0.39002280254423205,0.16699273503869275,0.21401077651728384,-0.8246252104017515,-1.2302331622982836,7.0,3.0,1.9405928297652548,1.6874151722257398,0.0
39,12.0,0.0,-0.10092440048078316,0.10348755238936369,-0.323986661829837,2.827549622161695e-16,0.0,14.0,0.29121574565636676,6.0,7.0,0.5671376795639848,-1.4707681019660261,-0.9088393510810598,-0.7137657836416578,-0.9602139884608365,-0.1098467898379107,7.0,7.0,-0.18063413166968048,0.12096783946551154,0.0
40,9.0,0.0,-1.6335722112800457,-0.7799578736721107,-0.07450307602633169,2.827549622161695e-16,0.0,6.0,-0.3954920343419951,14.0,7.0,-0.8066333529036029,-0.19147435511522365,0.22078433934468036,0.01868939543119085,0.06423455687449073,-0.07956607706870444,7.0,7.0,-0.8513161856527852,-0.7782889626746197,1.0
41,10.0,6.0,-0.16412637206013425,-0.5696137246098548,0.036378517664115116,-0.24477262053682813,1.653513798662686,12.0,0.21491488121210434,10.0,12.0,0.10921400207478887,0.6226216656080142,-0.9088393510810598,-0.2742926761979486,0.3203466932083311,0.6774517421612796,3.0,4.0,-0.4145929877102984,-0.676759968884605,1.0
42,11.0,1.0,2.0479426332171524,2.501410851699081,-0.323986661829837,1.920033121668801,0.0,10.0,-0.09028857656494539,14.0,2.0,-0.577671514159005,-0.8892709443065705,-0.6936729338571094,0.5069928481464233,-0.7342326916956893,-1.26051387506749,0.0,1.0,2.3149269994302437,2.731713394065893,0.0
43,3.0,1.0,1.3369204529494532,1.2113000707839117,-0.323986661829837,1.474337821802936,1.2863882681176544,1.0,0.29121574565636676,9.0,1.0,0.5671376795639848,1.320418254799361,-1.5005469984469237,-0.6649354383701346,0.003972877737121564,-0.20068892814551223,3.0,4.0,1.706633973724637,1.2667950550956786,0.0
44,10.0,0.0,-2.1865894625993674,-0.5415678380682207,-0.323986661829837,2.827549622161695e-16,0.0,7.0,0.29121574565636676,0.0,13.0,-1.1500761110205,1.0878193917355787,-0.20954849510322066,-0.8114264741847043,0.6819167680325632,0.404925327238475,7.0,7.0,-1.4128174401502682,-0.5317185491845837,0.0
45,3.0,0.0,0.42049186504886304,0.6363593966804121,-0.323986661829837,0.07358116508164672,0.3685744417550758,7.0,-0.3954920343419951,14.0,9.0,1.1395422764254797,0.04112450794855862,0.5435339651806061,-0.957917509999274,0.5764588295421543,0.7077324549304687,7.0,7.0,-0.055856075114684156,0.7591500861456045,0.0
46,12.0,6.0,0.6574992584714294,-0.4994990082557695,0.2858621034676204,2.827549622161695e-16,0.0,11.0,2.0461356278744027,11.0,8.0,0.6816185989362837,1.9019154124588167,0.16699273503869275,0.5558231934179465,-0.04122338161591815,0.6168903166228671,8.0,7.0,0.06892198144031161,-0.37217298751456024,1.0
47,1.0,6.0,0.8313046803146444,0.4821070207014247,-0.323986661829837,2.827549622161695e-16,0.0,10.0,1.0542243900989912,9.0,2.0,0.33817584081938684,0.6226216656080142,1.027658403934495,0.06751974070271409,1.1489447813472042,1.2982063539298527,7.0,7.0,0.38086712282780216,0.45456310477556033,0.0
48,7.0,6.0,-1.1595574244349132,-0.8781184765678305,-0.323986661829837,-0.8178094346500828,0.7356999723001073,14.0,-0.24289030545347026,7.0,13.0,-0.11974783666980908,0.04112450794855862,0.7587003824045566,-0.8602568194562276,-0.6589055927739735,-0.6094785505296932,1.0,1.0,-1.2880393835952721,-0.7637848207046178,0.0
49,11.0,2.0,-0.701343130484618,-0.9482331929219158,-0.07450307602633169,-0.24477262053682813,1.653513798662686,8.0,0.062313152323579465,8.0,12.0,0.5671376795639848,0.39002280254423205,-0.2633400994092083,0.01868939543119085,1.6762344737992143,2.1460663114674556,4.0,4.0,-0.8045244144446616,-1.05386766010466,1.0
50,3.0,1.0,2.0163416474274762,1.365552446762899,-0.323986661829837,0.32826419357642656,-0.7328021498800187,0.0,0.4438174745448916,10.0,1.0,-0.11974783666980908,-0.8892709443065705,-0.10196528649124541,0.7511445745040395,-0.7492981114800358,-0.9122856782216869,7.0,7.0,1.9873846009733784,1.3103074810056852,0.0
51,11.0,0.0,0.6574992584714294,-0.6397284409639401,0.6739476813841841,2.827549622161695e-16,0.0,12.0,0.062313152323579465,3.0,6.0,0.33817584081938684,-0.4240732181790059,1.5117828426883835,2.1183942421066906,-1.2615223841476995,-0.9577067473754963,7.0,7.0,-0.024661560975935214,-0.676759968884605,1.0
52,7.0,4.0,-1.6019712254903704,-0.7799578736721107,-0.323986661829837,-1.5818585201344226,-1.2467778926430628,15.0,-1.768907594338719,14.0,14.0,-0.34870967541440706,-0.8892709443065705,1.5117828426883835,0.6046535386894698,-0.10148506075328732,-0.3823732047606981,7.0,6.0,-1.7091653244683842,-0.7347765367646132,0.0
53,6.0,6.0,0.2782874289953231,-0.9061643631094645,1.1174740561459713,-1.5181877630107274,-2.678567461768685,7.0,-0.09028857656494539,3.0,13.0,-1.6079997885096957,-2.168564691157373,1.5117828426883835,2.020733551563644,-0.5685130740679283,-0.7457417579911042,8.0,7.0,-0.33660670236342577,-0.7492806787346156,1.0
54,11.0,2.0,-0.5433382015362406,0.4680840774306074,-0.2962662634072252,1.283325550431851,1.653513798662686,10.0,-0.7006954921190448,9.0,8.0,0.33817584081938684,-0.6566720812427882,-0.8550477467750722,-1.543881653257553,0.04916913709014416,-0.1098467898379107,8.0,2.0,-0.3522039594328005,0.4110506788655539,0.0
55,2.0,6.0,1.3211199600546153,1.477735992929436,0.0,2.827549622161695e-16,1.9472142230987115,8.0,0.4438174745448916,9.0,11.0,0.5671376795639848,0.04112450794855862,-0.2633400994092083,-1.6415423438005994,-1.4272420017754774,-1.3664963697596773,7.0,7.0,0.8331875778396638,1.4408447587357045,0.0
56,4.0,2.0,-0.29053031521883615,0.39796936107652214,-0.323986661829837,0.13725192220534174,1.1395380558996417,4.0,-1.616305865450194,4.0,4.0,0.10921400207478887,-0.6566720812427882,-0.8550477467750722,-1.2508995816284134,0.6819167680325632,0.48062710916147344,1.0,1.0,-0.024661560975935214,0.5415879565955728,0.0
57,12.0,6.0,-0.6697421446949424,-0.10685659667289221,-0.323986661829837,2.827549622161695e-16,0.0,13.0,0.21491488121210434,6.0,15.0,-0.34870967541440706,0.04112450794855862,-0.4247149123271712,0.45816250287490007,-0.28227009816539483,0.026416417623482992,7.0,7.0,0.1001164955790611,-0.4446936973645709,0.0
